barcode_id,sampleid,roost_site,latitude_s,longitude_e,researchers_present,sampling_session,processing_date,processing_time_start,processing_time_end,bat_species,recap,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,bat_forearm_mm,bat_flies,meglastreblidae,fleas,mites,ticks,t_star,mass_forearm_residual
M92,MIZ249,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/20/18,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ249,42,68.5,23,NA,0,5,0,NA,-11.4160278
M93,MIZ250,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/20/18,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ250,46,70.1,10,NA,0,4,0,NA,-9.329288472
M94,MIZ251,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/20/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,59,71.4,9,NA,0,0,0,NA,-5.726983338
M95,MIZ252,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/20/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA
M96,MIZ253,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/20/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,65,74.3,8,NA,0,1,0,NA,-4.564726056
M97,MIZ254,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/20/18,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ255,46,72.1,16,NA,0,3,0,NA,-11.75321974
,MIZ263,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ261,9,37.2,1,NA,0,0,0,NA,NA
,MIZ272,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ271,12,33,0,NA,0,0,0,NA,NA
,MIZ264,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ262,20,40,3,NA,0,5,0,NA,NA
,MIZ268,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ267,5,39.2,1,NA,1,1,0,NA,NA
M100,MIZ262,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ264,38,67,5,NA,0,4,0,NA,-13.643487
M101,MIZ265,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,56,72.2,5,NA,0,3,0,NA,-10.04593494
M103,MIZ267,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,yes,female,L,yes,yes,mom,MIZ268,42,70.4,13,NA,0,1,0,NA,NA
M104,MIZ269,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M105,MIZ270,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,42,71.5,9,NA,0,2,1,NA,-22.89120078
M106,MIZ271,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ272,35,66.5,12,NA,0,1,1,NA,-16.05722485
M107,MIZ273,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,64,72.4,6,NA,0,1,0,NA,-2.377532833
M192,MIZ266,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,62,72.9,8,NA,0,0,0,NA,-5.209778276
M98,MIZ260,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,26,69,NA,NA,NA,NA,NA,NA,-34.84176795
M99,MIZ261,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/21/18,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ263,64,71.3,11,NA,0,0,0,NA,7.220639695
M108,MIZ274,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/22/18,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,38,65.5,0,NA,4,6,0,NA,-17.36963063
M109,MIZ275,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",53,12/22/18,NA,NA,Rousettus madagascariensis,no,female,P,no,no,NA,NA,62,73.7,5,NA,0,2,0,NA,2.282049504
,MIZ288,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ279,24,42.8,3,NA,1,5,0,NA,NA
,MIZ289,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ283,13,40.9,2,NA,0,0,0,NA,NA
,MIZ290,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ284,14,32.9,0,NA,0,0,0,NA,NA
,MIZ286,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ285,20,42.1,0,NA,2,5,0,NA,NA
,MIZ287,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ278,22,46.4,0,NA,2,0,0,NA,NA
M110,MIZ276,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,NL,no,no,NA,NA,60,71,23,NA,0,6,0,NA,3.58436631
M112,MIZ278,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ287,40,70.8,24,NA,0,9,0,NA,-16.17359623
M113,MIZ279,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ288,40,68.9,12,NA,0,0,0,NA,-13.89217024
M114,MIZ280,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,54,75,9,NA,0,22,0,NA,-16.75579778
M115,MIZ281,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,55,67.5,5,NA,0,8,0,NA,-3.468309405
M116,MIZ282,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,55,70.1,17,NA,0,15,0,NA,-7.609127499
M117,MIZ283,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ289,55,74,15,NA,1,13,0,NA,-5.088847895
M118,MIZ284,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ290,48,74,15,NA,0,2,0,NA,-12.0888479
M119,MIZ285,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ286,52,64,7,NA,0,9,0,NA,3.839328804
M98,MIZ277,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, MA, Vero",55,1/3/19,NA,NA,Rousettus madagascariensis,yes,male,A,no,no,NA,NA,43,65.5,6,NA,2,12,0,NA,-12.36963063
,MIZ296,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, AA, Vero",55,1/4/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ295,15,49.9,28,0,1,0,0,NA,NA
M120,MIZ291,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, AA, Vero",55,1/4/19,NA,NA,Rousettus madagascariensis,no,female,NL,no,no,NA,NA,52,71.2,2,NA,0,5,0,NA,-4.65802879
M121,MIZ292,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, AA, Vero",55,1/4/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,70,69.8,13,NA,0,24,0,NA,7.875125826
M122,MIZ293,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, AA, Vero",55,1/4/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,68,74.6,10,NA,1,9,0,NA,-2.074076943
M123,MIZ294,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, AA, Vero",55,1/4/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,65,73.4,16,3,0,1,1,NA,-3.046662756
M124,MIZ295,Maromizaha_Rmad,-18.9623,48.4525,"CB, SG, AA, Vero",55,1/4/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ296,54,67.7,19,0,0,6,1,NA,1.531887522
M125,MIZ297,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/5/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,71,70,36,1,1,24,0,NA,8.552477288
M126,MIZ298,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/5/19,NA,NA,Rousettus madagascariensis,no,female,NL,no,no,NA,NA,62,67.7,6,0,0,15,0,NA,9.531887522
,KEL253,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,207,129.4,NA,NA,NA,NA,NA,NA,-114.297818
,KEL254,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,173,129.9,NA,NA,NA,NA,NA,NA,-149.7621059
1086_969,KEL242,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,335,125.6,1,NA,NA,NA,NA,NA,24.79743967
1602,KEL240,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,NA,female,NL,no,no,NA,NA,341,132,1,NA,NA,NA,NA,NA,18.38452289
1604_1,KEL246,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,145,105.3,3,NA,NA,NA,NA,NA,-106.9855708
1606,KEL239,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,131,133.2,3,NA,NA,NA,NA,NA,-196.5807626
1607,KEL245,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,120,123,5,NA,NA,NA,NA,NA,-182.6455193
1610_1,KEL251,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,155,108.3,4,NA,NA,NA,NA,NA,-76.01185261
1614_1,KEL249,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,NA,male,A,no,no,NA,NA,185,113.8,2,NA,NA,NA,NA,NA,-91.13795126
1616,KEL250,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,184,134.5,8,NA,NA,2,NA,NA,-152.2805183
1622,KEL247,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,175,114.2,4,NA,NA,NA,NA,NA,-77.64755718
354,KEL252,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,395,136,NA,NA,NA,NA,NA,NA,54.29323441
9.56E+14,KEL244,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,female,NL,no,no,NA,NA,168,112.6,1,NA,NA,NA,NA,NA,-78.70236197
9.56E+14,KEL248,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,135,131.5,4,NA,NA,NA,NA,NA,-192.4545954
957,KEL241,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,female,NL,no,no,NA,NA,325,128.2,9,NA,NA,3,NA,NA,17.90334721
964_1609,KEL243,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/6/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,150,131.4,3,NA,1,NA,NA,NA,-177.1610139
,MIZ305,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ301,14,44.8,14,0,0,15,0,NA,18.52887535
,MIZ306,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ302,15,34.3,1,0,0,0,0,NA,23.34197121
,MIZ304,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ300,18,40.1,1,0,0,4,0,NA,NA
,MIZ307,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ303,15,38.7,2,0,0,4,0,NA,6.821497987
M127,MIZ299,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,63,70.7,15,2,1,17,0,NA,-0.582680279
M128,MIZ300,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ304,53,68.1,14,2,0,3,1,NA,0.058659476
M129,MIZ301,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ305,53,72.2,17,1,0,13,0,NA,-4.875352194
M130,MIZ302,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ306,50,68,22,1,0,11,3,NA,-2.822896551
M87,MIZ303,Maromizaha_Rmad,-18.9623,48.4525,"CB, AA, SG",55,1/6/19,NA,NA,Rousettus madagascariensis,yes,female,L,no,yes,mom,MIZ307,60,69.3,21,0,0,1,0,NA,5.63023618
,KEL271,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,315,128.8,NA,NA,NA,NA,NA,NA,5.473752469
1603,KEL274,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,165,130.2,NA,NA,NA,1,NA,NA,-150.2256001
1605,KEL270,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,125,131.3,1,NA,NA,NA,NA,NA,-194.7333459
1611,KEL266,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,360,137.9,2,NA,NA,NA,NA,NA,12.67555202
1620,KEL272,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,150,124.3,7,NA,NA,NA,NA,NA,-156.4205019
332,KEL269,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,245,130.8,1,NA,NA,1,NA,NA,-80.40036588
347,KEL267,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,162,124.4,NA,NA,NA,1,NA,NA,-144.711179
9.56E+14,KEL275,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,165,128.7,7,NA,NA,4,NA,NA,-154.2495171
9.56E+14,KEL268,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,182,128.2,1,NA,NA,NA,NA,NA,-135.7876652
977,KEL273,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA",56,1/7/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,340,126.8,4,NA,NA,NA,NA,NA,26.30008049
,KEL255,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,320,132.15,NA,NA,NA,NA,NA,NA,-3.234447239
,KEL256,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,370,136,NA,NA,NA,NA,NA,NA,30.71371488
,KEL257,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,335,122.98,NA,NA,NA,NA,NA,NA,48.71013737
,KEL258,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,315,131,NA,NA,NA,NA,NA,NA,-3.501374728
,KEL259,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,J,yes,no,NA,NA,160,109.2,NA,NA,NA,NA,NA,NA,NA
,KEL260,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,yes,male,A,no,no,NA,NA,390,122.96,NA,NA,NA,NA,NA,NA,87.47052115
,KEL261,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,350,130,NA,NA,NA,NA,NA,NA,35.59118637
,KEL262,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,male,A,no,no,NA,NA,330,124.3,NA,NA,NA,NA,NA,NA,23.57949812
,KEL263,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,330,131,NA,NA,NA,NA,NA,NA,11.49862527
,KEL264,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,360,126,NA,NA,NA,NA,NA,NA,61.7449777
,KEL265,Angavokely_Edup,-18.9327,47.7578,"CB, SG, MA, T, ",56,1/8/19,NA,NA,Eidolon dupreanum,no,female,NL,no,no,NA,NA,350,128.63,NA,NA,NA,NA,NA,NA,41.16292965
,MIZ310,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ305,20,49.6,1,0,0,11,0,NA,NA
,MIZ312,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ307,20,45,4,0,0,1,0,NA,NA
,MIZ313,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ308,11,35.3,1,0,0,8,0,NA,NA
,MIZ311,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ306,21,46.8,1,0,0,4,0,NA,NA
M103,MIZ306,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,yes,female,L,no,yes,mom,MIZ311,80,71.2,8,0,0,12,0,NA,23.34197121
M131,MIZ305,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ310,78,73.5,11,0,0,14,0,NA,18.52887535
M132,MIZ307,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ312,60,68.3,12,0,0,1,0,NA,6.821497987
M133,MIZ308,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ313,70,67.1,7,0,0,14,1,NA,18.23898457
M134,MIZ309,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/8/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,85,74.3,10,0,1,10,0,NA,15.43527394
,MIZ324,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ315,15,50.7,0,0,0,5,0,NA,NA
,MIZ325,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ316,6,33.2,2,0,0,1,0,NA,NA
,MIZ328,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ322,5,33.5,0,0,0,0,0,NA,NA
,MIZ323,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,NA,NA,no,yes,pup,MIZ323,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MIZ326,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ320,5,30,0,0,1,0,0,NA,NA
,MIZ327,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ321,4,27.6,0,0,0,0,1,NA,NA
M135,MIZ314,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ323,65,68.2,NA,NA,NA,NA,NA,NA,11.9401243
M136,MIZ315,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ324,40,67.7,18,0,1,0,0,NA,-12.46811248
M137,MIZ316,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ325,59,69.7,36,0,0,4,4,NA,4.151195449
M138,MIZ317,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,43,69.1,5,0,0,0,0,NA,-18.0015005
M139,MIZ318,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,50,69.4,26,0,0,4,3,NA,-11.48182266
M140,MIZ319,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,male,A,no,no,NA,NA,42,71.3,9,0,0,14,0,NA,-22.56295219
M141,MIZ320,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ326,91,67.4,19,0,4,11,3,NA,38.88584848
M142,MIZ321,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ327,55,67.6,6,1,0,5,1,NA,2.64996605
M143,MIZ322,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/9/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ328,58,69.9,12,0,0,1,1,NA,2.911133641
,MIZ335,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/10/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ334,15,23.6,1,0,0,10,0,NA,NA
,MIZ337,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/10/19,NA,NA,Rousettus madagascariensis,no,female,J,yes,yes,pup,MIZ331,15,39.1,NA,NA,NA,NA,NA,NA,NA
,MIZ336,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/10/19,NA,NA,Rousettus madagascariensis,no,male,J,yes,yes,pup,MIZ330,15,39.2,4,0,0,5,2,NA,NA
M144,MIZ329,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/10/19,NA,NA,Rousettus madagascariensis,no,female,P,no,NA,NA,NA,65,71.1,2,0,0,5,0,NA,8.463213435
M145,MIZ330,Maromizaha_Rmad,-18.9623,48.4525,"AA, Tiana, MA, Vero",58,1/10/19,NA,NA,Rousettus madagascariensis,no,female,L,no,yes,mom,MIZ336,65,70.5,4,3,0,11,0,NA,9.188788339
